Key,Station,f,weightNO3,weightNH4,iteration,Denit from NO3- (nM/day),Denit fromNO2- (nM/day),Hybrid2 (nM/day),Feature,cost,weightNO2,Nitrification (nM/day),Denit from NO2- (nM/day)
PS1Mid-oxycline,PS1,0.3457148713986728,0.3333333333333333,0.3333333333333333,18,0.0,,0.0012555742874246,Mid-oxycline,2.4313160881161204,0.3333333333333333,0.0,0.0014105744815701
PS1Mid-oxycline,PS1,0.3394639049543118,0.3333333333333333,0.3333333333333333,10,0.0,,0.0012022372297994,Mid-oxycline,2.463809510591777,0.3333333333333333,0.0,0.0014312834555853
PS1Mid-oxycline,PS1,0.3637152199980837,0.3333333333333333,0.3333333333333333,6,0.0,,0.0013531121712791,Mid-oxycline,2.4041645767720827,0.3333333333333333,0.0,0.0013260932597743
PS1Mid-oxycline,PS1,0.3514437286029541,0.3333333333333333,0.3333333333333333,17,0.0,,0.0013279836441895,Mid-oxycline,2.4266972363255324,0.3333333333333333,0.0,0.0013729346342541
PS1Mid-oxycline,PS1,0.3538760197892584,0.3333333333333333,0.3333333333333333,12,0.0,,0.00131766086091,Mid-oxycline,2.445793828665159,0.3333333333333333,0.0,0.0014264439499482
PS1Mid-oxycline,PS1,0.356512888795406,0.3333333333333333,0.3333333333333333,16,0.0,,0.0013183766468366,Mid-oxycline,2.4587586188706525,0.3333333333333333,0.0,0.0014118396633019
PS1Mid-oxycline,PS1,0.3497689378847625,0.3333333333333333,0.3333333333333333,19,0.0,,0.0013468656675225,Mid-oxycline,2.442764319942217,0.3333333333333333,0.0,0.0013984060602242
PS1Mid-oxycline,PS1,0.3646899320826977,0.3333333333333333,0.3333333333333333,9,0.0,,0.0014239990931078,Mid-oxycline,2.417097967201724,0.3333333333333333,0.0,0.0013084811433473
PS1Mid-oxycline,PS1,0.3534653901378651,0.3333333333333333,0.3333333333333333,14,0.0,,0.0014350028352946,Mid-oxycline,2.42838271414712,0.3333333333333333,0.0,0.0014562962867844
PS1Mid-oxycline,PS1,0.3579947196316031,0.3333333333333333,0.3333333333333333,0,0.0,,0.0014836675491509,Mid-oxycline,2.4288799572202366,0.3333333333333333,0.0,0.0014022472395031
PS1Mid-oxycline,PS1,0.3491126638104483,0.3333333333333333,0.3333333333333333,3,0.0,,0.0013066430399311,Mid-oxycline,2.415085680400973,0.3333333333333333,0.0,0.0014736231292736
PS1Mid-oxycline,PS1,0.3493126060917987,0.3333333333333333,0.3333333333333333,7,0.0,,0.0013454511592428,Mid-oxycline,2.4228403493944537,0.3333333333333333,0.0,0.0014388309356294
PS1Mid-oxycline,PS1,0.3504375997846788,0.3333333333333333,0.3333333333333333,11,0.0,,0.0013291789769151,Mid-oxycline,2.4666918056090363,0.3333333333333333,0.0,0.0013835660842929
PS1Mid-oxycline,PS1,0.3505223585343145,0.3333333333333333,0.3333333333333333,2,0.0,,0.0012831805183962,Mid-oxycline,2.4525506192014164,0.3333333333333333,0.0,0.0013999651437361
PS1Mid-oxycline,PS1,0.3475688165515945,0.3333333333333333,0.3333333333333333,13,0.0,,0.0013642860334087,Mid-oxycline,2.4447990116008858,0.3333333333333333,0.0,0.001630793492818
PS1Mid-oxycline,PS1,0.3342226351606203,0.3333333333333333,0.3333333333333333,8,0.0,,0.0011983900012332,Mid-oxycline,2.452884963271736,0.3333333333333333,0.0,0.0014866846895672
PS1Mid-oxycline,PS1,0.2940308548321406,0.3333333333333333,0.3333333333333333,15,0.0,,0.0009792897042589,Mid-oxycline,2.4370621507839623,0.3333333333333333,0.0,0.0017154539855268
PS1Mid-oxycline,PS1,0.3307917822408781,0.3333333333333333,0.3333333333333333,5,0.0,,0.001337806698975,Mid-oxycline,2.421938245269165,0.3333333333333333,0.0,0.0016270060943509
PS1Mid-oxycline,PS1,0.2657328337411194,0.3333333333333333,0.3333333333333333,1,0.0,,0.0008690521120124,Mid-oxycline,2.440507656870077,0.3333333333333333,0.0,0.0018170974896433
PS1Mid-oxycline,PS1,0.3676106308689255,0.3333333333333333,0.3333333333333333,4,0.0,,0.0014022114282459,Mid-oxycline,2.439340682873389,0.3333333333333333,0.0,0.0012722065775165
PS1Mid-oxycline,PS1,0.3570317760129265,0.3333333333333333,0.3333333333333333,22,0.0,,0.0013145355290134,Mid-oxycline,2.426007555240208,0.3333333333333333,0.0,0.0013297339706281
PS1Mid-oxycline,PS1,0.3626290429731445,0.3333333333333333,0.3333333333333333,20,0.0,,0.001499542434891,Mid-oxycline,2.43132607405171,0.3333333333333333,0.0,0.0013891122908533
PS1Mid-oxycline,PS1,0.3256615461669501,0.3333333333333333,0.3333333333333333,24,0.0,,0.0012481191330929,Mid-oxycline,2.412481986484761,0.3333333333333333,0.0,0.0016557568477462
PS1Mid-oxycline,PS1,0.3128538373902078,0.3333333333333333,0.3333333333333333,21,0.0,,0.0010678383387993,Mid-oxycline,2.4429500211197537,0.3333333333333333,0.0,0.0015998383064598
PS1Mid-oxycline,PS1,0.3588901769746254,0.3333333333333333,0.3333333333333333,31,0.0,,0.0013110782695567,Mid-oxycline,2.448341699154815,0.3333333333333333,0.0,0.0013297083095199
PS1Mid-oxycline,PS1,0.3487293086808853,0.3333333333333333,0.3333333333333333,30,0.0,,0.0013727512943248,Mid-oxycline,2.4473022295715223,0.3333333333333333,0.0,0.0014754049113666
PS1Mid-oxycline,PS1,0.3521524846754295,0.3333333333333333,0.3333333333333333,25,0.0,,0.0012893596859914,Mid-oxycline,2.449718842990253,0.3333333333333333,0.0,0.0013517417102128
PS1Mid-oxycline,PS1,0.3587677243471043,0.3333333333333333,0.3333333333333333,26,0.0,,0.00145150799542,Mid-oxycline,2.418363021022508,0.3333333333333333,0.0,0.0013646991922731
PS1Mid-oxycline,PS1,0.3436414639613047,0.3333333333333333,0.3333333333333333,23,0.0,,0.0014650429687108,Mid-oxycline,2.4352922272703497,0.3333333333333333,0.0,0.0016495908781369
PS1Mid-oxycline,PS1,0.3689222430588987,0.3333333333333333,0.3333333333333333,37,0.0,,0.0015165910452114,Mid-oxycline,2.4202747934147064,0.3333333333333333,0.0,0.001326002146761
PS1Mid-oxycline,PS1,0.3273552299256683,0.3333333333333333,0.3333333333333333,29,0.0,,0.0011995356572577,Mid-oxycline,2.424668297884104,0.3333333333333333,0.0,0.0016941378050194
PS1Mid-oxycline,PS1,0.3438885361319209,0.3333333333333333,0.3333333333333333,39,0.0,,0.0013033023145036,Mid-oxycline,2.4184873460730336,0.3333333333333333,0.0,0.0015562387830756
PS1Mid-oxycline,PS1,0.331176489485694,0.3333333333333333,0.3333333333333333,36,0.0,,0.0012271133204777,Mid-oxycline,2.445159656813936,0.3333333333333333,0.0,0.0015387452266763
PS1Mid-oxycline,PS1,0.3616234153538498,0.3333333333333333,0.3333333333333333,27,0.0,,0.0013925276734252,Mid-oxycline,2.420397785831627,0.3333333333333333,0.0,0.0013738834790709
PS1Mid-oxycline,PS1,0.2965212114617648,0.3333333333333333,0.3333333333333333,38,0.0,,0.0009799522985371,Mid-oxycline,2.442666859502165,0.3333333333333333,0.0,0.0016347304560852
PS1Mid-oxycline,PS1,0.3119326972381748,0.3333333333333333,0.3333333333333333,35,0.0,,0.0011401716036833,Mid-oxycline,2.4370429972809555,0.3333333333333333,0.0,0.0018656986908277
PS1Mid-oxycline,PS1,0.3742384672080142,0.3333333333333333,0.3333333333333333,33,0.0,,0.0014690704916443,Mid-oxycline,2.415478436916932,0.3333333333333333,0.0,0.0011826331530862
PS1Mid-oxycline,PS1,0.2930710893557186,0.3333333333333333,0.3333333333333333,34,0.0,,0.0010201373280401,Mid-oxycline,2.440659304916962,0.3333333333333333,0.0,0.0016568226159101
PS1Mid-oxycline,PS1,0.3520197195991027,0.3333333333333333,0.3333333333333333,32,0.0,,0.0013579678314133,Mid-oxycline,2.4380648380015715,0.3333333333333333,0.0,0.0015130559615458
PS1Mid-oxycline,PS1,0.2376133402198175,0.3333333333333333,0.3333333333333333,28,0.0,,0.0004722454117425,Mid-oxycline,2.45410223771637,0.3333333333333333,0.0,0.0019529126912164
PS1Mid-oxycline,PS1,0.3678563966755658,0.3333333333333333,0.3333333333333333,40,0.0,,0.0014602126987513,Mid-oxycline,2.424879299560112,0.3333333333333333,0.0,0.0013092206336193
PS1Mid-oxycline,PS1,0.3600789092803677,0.3333333333333333,0.3333333333333333,47,0.0,,0.0013778115969705,Mid-oxycline,2.428642299802018,0.3333333333333333,0.0,0.001344711559332
PS1Mid-oxycline,PS1,0.3563270921859455,0.3333333333333333,0.3333333333333333,46,0.0,,0.0014502298283274,Mid-oxycline,2.4241678352772986,0.3333333333333333,0.0,0.0013994335333038
PS1Mid-oxycline,PS1,0.3288411663667637,0.3333333333333333,0.3333333333333333,41,0.0,,0.0011600921689033,Mid-oxycline,2.458514996652191,0.3333333333333333,0.0,0.0015016288506366
PS1Mid-oxycline,PS1,0.3564115845672297,0.3333333333333333,0.3333333333333333,42,0.0,,0.0014217684553144,Mid-oxycline,2.415190216398428,0.3333333333333333,0.0,0.0013408998917225
PS1Mid-oxycline,PS1,0.3375463956518129,0.3333333333333333,0.3333333333333333,43,0.0,,0.0012867996901114,Mid-oxycline,2.445735839329706,0.3333333333333333,0.0,0.001553626842676
